Marca,Producto,Precio_COP,Calificacion,Tienda
LENOVO,PortÃ¡til Gamer LOQ AMD Ryzen 7 7735HS RAM 32GB SSD 1 TB RTX 4050 6 GB 144HZ,,,Falabella
ASUS,PORTATIL GAMER TUF INTEL CORE I7-14650HX 16GB RAM 1TB SSD RTX 5050 16'' WUXGA + GAME PASS,,,Falabella
ASUS,PORTATIL GAMER TUF RYZEN 7-7445HS 16GB RAM 512GB SSD RTX 4050 16'' WUXGA + GAME PASS,,,Falabella
LENOVO,Portatil Legion 5 15AHP10 OLED RYZEN 7 260 Ram 16GB SSD 512GB RTX 5060 8GB,,,Falabella
ASUS,"Portatil TUF Gaming Ryzen 7 7445HS 48gb ram 512gb ssd RTX 4050 6GB pantalla 15,6"" 144hz 140v",,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 5 Ryzen 7 260 Ram24GB SSD 2TB RTX 5060 8GB Pantalla 15.1"" WUXGA OLED",,,Falabella
LENOVO,"Portatil Gamer Legion 5 Ultra 9 275HX RAM 48GB 2TB SSD M.2 RTX 5060 8GB 16"" 2K 165Hz",,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 5 Ryzen 7 260 Ram48GB SSD 1TB RTX 5060 8GB Pantalla 15.1"" WUXGA OLED",,,Falabella
ASUS,PortÃ¡til F1605VA - AB74 - CORE I7 1355U - 24GB RAM - 2TB SSD - 16â WUXGA - WIN11,,,Falabella
ASUS,PortÃ¡til VIVOBOOK - CORE I9 13900H - 40GB RAM - 2TB SSD - 16â WUXGA - WIN11 - F1605VA-WS96,,,Falabella
HP,PORTATIL HO AMD RYZEN 3-7320U 8GB RAM 1TB SSD 15 FHD,,,Falabella
ASUS,PortÃ¡til VIVOBOOK - CORE I9 13900H - 40GB RAM - 1TB SSD - 16â WUXGA - WIN11 - F1605VA-WS96,,,Falabella
ASUS,PortÃ¡til VIVOBOOK - CORE I7 1355U - 24GB DDR4 - 2TB SSD - 14 FHD - WIN11 - X1404VA-I712512,,,Falabella
ASUS,PortÃ¡til VIVOBOOK - CORE I9 13900H - 16GB RAM - 2TB SSD - 16â WUXGA - WIN11 - F1605VA-WS96,,,Falabella
ASUS,PortÃ¡til VIVOBOOK - CORE I7 1355U - 40GB DDR4 - 512GB SSD - 14 FHD - WIN11 - X1404VA-I712512,,,Falabella
HP,"PortÃ¡til OMNIBOOK 5 - CORE ULTRA 7 255U - 16GB DDR5 - 1 TB SSD - 16"" TOUCH - 16-AF1017",,,Falabella
HP,Portatil Amd Athlon Silver 7120U Ddr5 8gb Ssd 512gb Pantalla 15 HD,,,Falabella
HP,"Portatil 15-FC0256LA Amd Ryzen 5 7520U Ddr4 16gb Ssd 512gb M.2 Nvme Pantalla 15.6""",,,Falabella
LENOVO,PortÃ¡til Gamer Legion 5 16IAX10 Intel Core Ultra 9 275HX RAM 8GB SSD 1 TB RTX 5060 8 GB 240Hz,,,Falabella
LENOVO,PortÃ¡til Gamer Legion 5 16IAX10 Intel Core Ultra 9 275HX RAM 8GB SSD 2 TB RTX 5060 8 GB 240Hz,,,Falabella
LENOVO,PortÃ¡til Gamer Legion 5 16IAX10 Intel Core Ultra 9 275HX RAM 8GB SSD 4 TB RTX 5060 8 GB 240Hz,,,Falabella
LENOVO,PortÃ¡til Gamer Legion 5 16IAX10 Intel Core Ultra 9 275HX RAM 8GB SSD 8 TB RTX 5060 8 GB 240Hz,,,Falabella
LENOVO,PortÃ¡til V14 Ryzen 3 7320U 16GB 512GB FHD 14,,,Falabella
ASUS,"Computador PortÃ¡til Gamer Rog Strix G16 Amd Ryzen 9 8940 Hx 16/ 1TB SSd Rtx 5070 16"" FHD",,,Falabella
ASUS,"PORTATIL VIVOBOOK S16 - AMD RYZEN 9 270 - 16GB RAM - SSD 2TB - 16"" WUXGA - MATTE GRAY",,,Falabella
ASUS,"PORTATIL VIVOBOOK S16 - AMD RYZEN 9 270 - 16GB RAM - SSD 1TB - 16"" WUXGA - MATTE GRAY",,,Falabella
ASUS,"PORTATIL VIVOBOOK S16 - AMD RYZEN 9 270 - 24GB RAM - SSD 512GB - 16"" WUXGA - MATTE GRAY",,,Falabella
ASUS,"PortÃ¡til X1504VA-E84556 Core I5-120U Ram 16gb Ssd 512gb Pantalla 15,6 Touch",,,Falabella
HP,"PortÃ¡til Omen Slim 16 Ultra 9 285H Ram 24GB SSD 2TB RTX 5070 8GB Pantalla 16"" WQXGA 240Hz",,,Falabella
HP,"PortÃ¡til Omen Slim 16 Ultra 9 285H Ram 48GB SSD 2TB RTX 5070 8GB Pantalla 16"" WQXGA 240Hz",,,Falabella
ASUS,PORTATIL VIVOBOOK 15 CI5-1334U - 15.6 FHD - 16GB DDR4 - 1TB SSD - BOLSO + FUNDA Y MOUSE,,,Falabella
HP,"PortÃ¡til Omen Slim 16 Ultra 9 285H Ram 64GB SSD 2TB RTX 5070 8GB Pantalla 16"" WQXGA 240Hz",,,Falabella
ASUS,Portatil Vivobook Intel Core i3 1215U RAM 8GB SSD 512GB Silver,,,Falabella
HP,"PortÃ¡til Omen Slim 16 Ultra 9 285H Ram 16GB SSD 2TB RTX 5070 8GB Pantalla 16"" WQXGA 240Hz",,,Falabella
HP,"PortÃ¡til Omen Slim 16 Ultra 9 285H Ram 32GB SSD 2TB RTX 5070 8GB Pantalla 16"" WQXGA 240Hz",,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I5-13420H 8GB RAM 512GB SSD 14 FHD,,,Falabella
ASUS,PORTATIL X1504VA-BQ4555 CI5-1334U - 15.6 FHD - 12GB DDR4 - 1TB SSD - BOLSO + FUNDA Y MOUSE,,,Falabella
ASUS,PORTATIL X1504VA-BQ4555 CI5-1334U 15.6 FHD 12GB DDR4 512GB SSD BOLSO + FUNDA Y MOUSE,,,Falabella
HP,Portatil Gamer Victus AMD Ryzen 5 8645HS RAM 8GB SSD 512GB Nvidia RTX 3050,,,Falabella
LENOVO,"PortÃ¡til V14 G4 AMN Amd Ryzen 5 7520U /Ram 16GB/ 512GB SSD /14""/ Free",,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 5 Ryzen 7 260 Ram24GB SSD512GB RTX 5060 8GB Pantalla 15.1"" WUXGA OLED",,,Falabella
ASUS,"Portatil Zenbook UX3407QA-QD232W SnapDragon X X126100 SSD 1TB 16GB 14"" WUXGA Win 11 Home",,,Falabella
ASUS,"PORTATIL X1504VA-BQ4555 CI5-1334U / 15.6"" FHD / 16GB DDR4 / 512GB SSD / WINDOWS 11 - SILVER",,,Falabella
ASUS,"PORTATIL X1504VA-BQ4555 CI5-1334U / 15.6"" FHD / 24GB DDR4 / 512GB SSD / WINDOWS 11 - SILVER",,,Falabella
LENOVO,Portatil V14 Intel Core I7 1355u Gen 13 - RAM 24Gb - SSD 512Gb Fhd 14 - Win 11,,,Falabella
LENOVO,"PORTATIL LEGION AMD RYZEN 9-8945HX RTX 5060 8GB SSD 1TB RAM 32GB 16"" IPS 240HZ",,,Falabella
LENOVO,"PORTATIL LEGION AMD RYZEN 9-8945HX RTX 5060 8GB SSD 1TB RAM 16GB 16"" IPS 240HZ",,,Falabella
LENOVO,"Portatil Gamer Legion 5 Ultra 9 275HX RAM 32GB 1TB SSD M.2 RTX 5060 8GB 16"" 2K 165Hz",,,Falabella
LENOVO,"PortÃ¡til AMD Ryzen 7 RTX 4050 2TB SSD 8GB RAM 15.6"" FHD",,,Falabella
HP,PortÃ¡til Gamer Victus AMD Ryzen 7 RAM 8GB SSD 512GB RTX 3050 6GB 144Hz,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 48GB SSD 2 TB RTX 5070 8 GB,,,Falabella
ASUS,"PORTATIL VIVOBOOK 15 - AMD RYZEN 5 7520U - 15.6"" FULL HD IPS - RAM 16GB DDR5 - SSD 2TB M.2",,,Falabella
ASUS,"PORTATIL X1504VA-BQ4555 CI5-1334U / 15.6"" FHD / 12GB DDR4 / 512GB SSD / WINDOWS 11 - SILVER",,,Falabella
ASUS,"PORARTIL VIVOBOOK GO AMD RYZEN 3 7320U LPDDR5 8GB SSD 1TB 15,6 SILVER",,,Falabella
ASUS,Portatil Vivobook 15 CORE I5 13420H Ram 16GB Ssd 1TB 15.6 FHD QUIET BLUE COLOR,,,Falabella
LENOVO,PortÃ¡til ThinkPad T14 Gen6 Intel Core Ultra 5 32GB,,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE 5-210H 8GB RAM 2TB SSD 14'' FHD WINDOWS 11 PRO,,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE 5-210H 16GB RAM 2TB SSD 14'' FHD WINDOWS 11 PRO,,,Falabella
LENOVO,Portatil V14 G5 IRL Intel Core 5 210H SSD 512GB DDR5 8GB 14 FHD Luna Grey,,,Falabella
LENOVO,"Portatil V14 G5 IRL, Intel Core I7 13620H, SSD 512GB, DDR5 8GB 14 FHD Luna Grey",,,Falabella
ASUS,"PORTATIL VIVOBOOK 15 - 15.6"" - FHD - AMD RYZEN 5 7520U - RAM 16GB DDR5 - SSD 512GB M.2",,,Falabella
HP,Portatil Victus Gaming Amd Ryzen 7 7445HS Ram 8GB Ssd 512gb Rtx 3050 6GB,,,Falabella
LENOVO,"PortÃ¡til Ideapad Slim Ryzen 5 8640HS Memoria Ram 24GB Disco SSD 512GB Pantalla 15,3"" WUXGA",,,Falabella
ASUS,PortÃ¡til Gamer TUF A16 FA607N / Ryzen 7 7445HS / RTX 4050 6GB / 40GB RAM / SSD 512GB /16â³ WUXGA,,,Falabella
HP,PORTATIL PORTATIL INTEL CI5 1235U RAM 8GB DDR4 SSD 1TB M2 156 - FHD,,,Falabella
ASUS,"PORTATIL VIVOBOOK 15 - INTEL CORE I5 1334U - 15.6"" FHD - RAM 12GB DDR4 - SSD 512GB M.2 - SILVER",,,Falabella
LENOVO,"Portatil IdeaPad Slim 3 intel Core I5-13420H Ssd 512GB Ram 24GB 15.3"" WUXGA Verde",,,Falabella
LENOVO,"PORTATIL GAMER LOQ 15 - i5-12450HX - RTX 3050 6GB - 32GB DDR5 - 512GB SSD - 15.6"" FHD 144Hz",,,Falabella
LENOVO,PortÃ¡til V15 Intel Core i5 13420H 8GB RAM 512GB SSD 15.6,,,Falabella
ASUS,"Portatil Gamer ROG STRIX G16 Ryzen 9 8940HX Ram 32GB SSD 2TB RTX 5070 16"" WUXGA 165HZ",,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 7 Ultra 9 275HX 48GB SSD 2TB RTX 5070 8GB 16"" 2K 240Hz Oled",,,Falabella
LENOVO,"PortÃ¡til Gamer LegiÃ³n 7 Ultra 9 275HX 64GB SSD 2TB RTX 5070 8GB Pantalla 16"" 2K 240Hz OLED",,,Falabella
ASUS,"PORTATIL VIVOBOOK 15 - INTEL CORE I5 1334U - 15.6"" FHD - RAM 40GB DDR4 - SSD 512GB M.2 - SILVER",,,Falabella
HP,"VICTUS INTEL CORE I5-11400H RTX 3050 4GB SSD 512GB RAM 16GB LED 16"" FHD 144Hz",,,Falabella
ASUS,"Portatil TUF Gaming Ryzen 7 7445HS 24gb ram 2TB ssd RTX 4050 6GB pantalla 15,6"" 144hz 140v",,,Falabella
ASUS,"PORTATIL VIVOBOOK 15 - INTEL CORE I5 1334U - 15.6"" FHD - RAM 16GB DDR4 - SSD 512GB M.2 - SILVER",,,Falabella
ASUS,PORTATIL X1504VA-BQ5561 INTEL CORE I5 120U RAM DDR5 8GB SSD M.2 512GB 15.6,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I7-13620H - RTX 5060 8GB - RAM 32GB - 512GB SSD - 15.6â FHD 144Hz,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I7-13620H - RTX 5060 8GB - 32GB DDR5 - 1TB SSD - 15.6â FHD 144Hz,,,Falabella
ASUS,PORTATIL VIVOBOOK 15 X1504VA - INTEL CORE i3 - 1315U - 24GB RAM - 512GB SSD / 15.6â FHD - Plata,,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I7-13620H - RTX 5060 8GB - RAM 16GB - 512GB SSD - 15.6â FHD 144Hz,,,Falabella
ASUS,PORTATIL ROG STRIX G15 RYZEN 7 6800H RTX 3050 4GB SSD 1TB RAM 16GB 15.6 FHD 144HZ,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 48GB SSD 512GB SSD RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 48GB SSD 256 GB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 48GB SSD 8 TB RTX 5070 8 GB,,,Falabella
ASUS,PORTATIL VIVOBOOK 15 X1504VA - INTEL CORE i3 - 1315U - 16GB RAM - 2TB SSD / 15.6â FHD - Plata,,,Falabella
LENOVO,"PortÃ¡til LegiÃ³n PRO 5 Ryzen 7 8745HX Ram 48GB SSD 1TB RTX 5060 8GB Pantalla 16"" OLED",,,Falabella
ASUS,"Portatil TUF Gaming Ryzen 7 7445HS 64gb ram 1TB ssd RTX 4050 6GB pantalla 15,6"" 144hz 140v",,,Falabella
LENOVO,"PortÃ¡til LegiÃ³n PRO 5 Ryzen 7 8745HX Ram 32GB SSD 2TB RTX 5060 8GB Pantalla 16"" OLED",,,Falabella
LENOVO,"PortÃ¡til LOQ Ryzen 7 250 Ram 24GB SSD 2TB RTX 5060 8GB 15,6"" FHD 144Hz",,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I7-13620H - RTX 5060 8GB - 24GB DDR5 - 1TB SSD - 15.6â FHD 144Hz,,,Falabella
LENOVO,"PortÃ¡til LegiÃ³n PRO 5 Ryzen 7 8745HX Ram 64GB SSD 1TB RTX 5060 8GB Pantalla 16"" OLED",,,Falabella
ASUS,"Portatil Gamer ROG STRIX G16 Ryzen 9 8940HX Ram 48GB SSD 2TB RTX 5070 16"" WUXGA 165HZ",,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 40GB SSD 1 TB RTX 5070 8 GB 165Hz,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 40GB SSD 4 TB RTX 5070 8 GB 165Hz,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 8GB SSD 4 TB RTX 5070 8 GB 165Hz,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 16GB SSD 512GB SSD RTX 5070 8 GB 165Hz,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 16GB SSD 4 TB RTX 5070 8 GB 165Hz,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 24GB SSD 256 GB RTX 5070 8 GB 165Hz,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 32GB SSD 2 TB RTX 5070 8 GB 165Hz,,,Falabella
LENOVO,PortÃ¡til V14 G5 IRL INTEL CORE I5 13420H RAM 8GB512GB SSD 14 FREE,,,Falabella
HP,"Laptop Gaming Victus 15-fa2009la, Intel Core i5, 8 GB RAM, NVIDIA GeForce RTX",,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 24GB SSD 8 TB RTX 5070 8 GB 165Hz,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 32GB SSD 4 TB RTX 5070 8 GB 165Hz,,,Falabella
ASUS,"PORTATIL VIVOBOOK INTEL CORE I5-1334U 8 GB RAM 512 GB SSD 15,6"" FHD COLOR PLATEADO + BOLSO",,,Falabella
ASUS,"PORTATIL VIVOBOOK INTEL CORE I5-1334U 24 GB RAM 512 GB SSD 15,6"" FHD COLOR PLATEADO + BOLSO",,,Falabella
HP,"PORTÃTIL CORE ULTRA 7 155H 40GB 1TB SSD 15.6"" FHD COPILOT",,,Falabella
ASUS,PORTATIL GAMER V16 INTEL CORE 5 210h RAM 32GB SSD 1TB RTX 4050 6GB NEGRO,,,Falabella
HP,"PortÃ¡til Omen Max 16 Ultra 7 255HX Ram 24GB SSD 512GB RTX 5080 16GB Pantalla 16"" 2k 165Hz",,,Falabella
HP,"Computador Portatil Gamer Omen Amd Ryzen 9 8940hx 32/1tb Rtx 5060 8gb 16"" 144hz 2K Win 11 H",,,Falabella
HP,"PORTATIL GAMER VICTUS INTEL CORE I5 13420H RTX 4050 RAM 24GB SSD 1TB 15.6"" 144HZ FULL HD",,,Falabella
HP,"PORTATIL GAMER VICTUS INTEL CORE I5 13420H RTX 4050 RAM 16GB SSD 1TB 15.6"" 144HZ FULL HD",,,Falabella
HP,"PORTATIL GAMER VICTUS INTEL CORE I5 13420H RTX 4050 RAM 16GB SSD 512GB 15.6"" 144HZ FULL HD",,,Falabella
HP,"PORTATIL GAMER VICTUS INTEL CORE I5 13420H RTX 4050 RAM 24GB SSD 512GB 15.6"" 144HZ FULL HD",,,Falabella
HP,"PORTATIL GAMER VICTUS INTEL CORE I5 13420H RTX 4050 RAM 32GB SSD 512GB 15.6"" 144HZ FULL HD",,,Falabella
ASUS,"ROG ZEPHYRUS INTEL CORE I7-13620H RTX 4070 8GB SSD 1TB RAM 16GB LED 16"" FHD 165Hz",,,Falabella
HP,"PORTATIL GAMER VICTUS INTEL CORE I5 13420H RTX 4050 RAM 32GB SSD 1TB 15.6"" 144HZ FULL HD",,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 7 Ultra 9 275HX 64GB SSD 2TB RTX 5070 8GB Pantalla 16"" 2K 240Hz Oled",,,Falabella
LENOVO,PortÃ¡til Ideapad Slim 3 14irh10 Intel Core I5 8GB,,,Falabella
LENOVO,PortÃ¡til Ideapad Slim 3 G10 14 Pulgadas Ryzen 7 16GB 1TB,,,Falabella
LENOVO,"PortÃ¡til Ideapad Slim 3 G10 14"" Ryzen 7 16gb 512gb",,,Falabella
ASUS,Laptop Vivobook X1605VA Intel Core I5 13420H Ddr4 16GB Ssd 1TB 16 Wuxga,,,Falabella
LENOVO,PortÃ¡til ThinkBook 14 G8 Core Ultra 5 16GB 512GB,,,Falabella
HP,"PortÃ¡til 240 G10 Windows 11 Pro Intel Core I5 8Gb RAM 512Gb SSD FHD 14""",,,Falabella
ASUS,"PORTATIL TUF GAMING AMD RYZEN 7 7435HS 16GBDDR5 1TB SSD PANT 15,6"" FHD RTX 4050 6GB",,,Falabella
LENOVO,Portatil Legion Ultra 9 Ram 32gb Ssd 1tb Rtx 5070,,,Falabella
HP,"VICTUS AMD RYZEN 7-8845HS RTX 4070 8GB SSD 2TB RAM 16GB LED 16"" FHD 144Hz",,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 5 Intel I9 14900HX 48GB DDR5 2TB SSD M.2 RTX 5070 8GB - 15.1"" OLED 165Hz",,,Falabella
LENOVO,PortÃ¡til ThinkPad E14 G7 AMD Ryzen 5 16GB 512GB + AI,,,Falabella
HP,PORTATIL 250 G10 INTEL CORE I5 1334U / RAM 64GB DDR4 / SSD 2TB / 15.6 HD,,,Falabella
LENOVO,"PortÃ¡til SLIM 3 15IRH10 Ryzen 5 8640HS 8GB RAM 512GB SSD 15.3"" Pulgadas",,,Falabella
LENOVO,PORTATIL V14 G5 INTEL CORE I7-13620H 8GB RAM 512GB SSD 14 FHD,,,Falabella
LENOVO,"PORTÃTIL AMD RYZEN 5 7520U 16GB LPDDR5 2TB SSD 14"" FHD",,,Falabella
LENOVO,"PORTATIL THINKBOOK CORE 7 240H - 32GB DDR5 - 1TB SSD - 14"" WUXGA - RJ45 - WIN 11 PRO",,,Falabella
ASUS,Portatil gamer Tuf A16 Ryzen 7 16gb ssd 512gb Rtx4050,,,Falabella
LENOVO,"PortÃ¡til LOQ Ryzen 7 250 Ram 64GB SSD 512GB RTX 5060 8GB 15,6"" FHD 144Hz",,,Falabella
LENOVO,"PortÃ¡til LegiÃ³n PRO 5 Ryzen 7 8745HX Ram 32GB SSD 1TB RTX 5060 8GB Pantalla 16"" OLED",,,Falabella
HP,PortÃ¡til Gamer Omen Intel Core I7 14650hx Ram 32GB Ssd 1TB Rtx 5060 8GB,,,Falabella
ASUS,"Portatil TUF Gaming Ryzen 7 7445HS 32gb ram 2TB ssd RTX 4050 6GB pantalla 15,6"" 144hz 140v",,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I7-13620H - RTX 5060 8GB - 24GB DDR5 - 2TB SSD - 15.6â FHD 144Hz,,,Falabella
LENOVO,"PortÃ¡til LegiÃ³n PRO 5 Ryzen 7 8745HX Ram 48GB SSD 2TB RTX 5060 8GB Pantalla 16"" OLED",,,Falabella
ASUS,PORTATIL X1504VA-BQ5561 INTEL CORE I5 120U RAM DDR5 16GB SSD 512GB 15.6,,,Falabella
LENOVO,"PortÃ¡til LegiÃ³n PRO 5 Ryzen 7 8745HX Ram 64GB SSD 2TB RTX 5060 8GB Pantalla 16"" OLED",,,Falabella
ASUS,PortÃ¡til M1502YA Ryzen 7 5825U 24GB 512GB VivoBook 15,,,Falabella
HP,"PORTÃTIL CORE ULTRA 7 155H 40GB 512GB SSD 15.6"" FHD COPILOT",,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I7-13620H - RTX 5060 8GB - RAM 24GB - 512GB SSD - 15.6â FHD 144Hz,,,Falabella
LENOVO,"Slim 3 Amd Ryzen 5 7520u 16gb 512gb Ssd 15,6 Win Azul",,,Falabella
HP,PORTATIL GAMER VICTUS 15 - CORE I7-13620H - RTX 5060 8GB - 16GB DDR5 - 2TB SSD - 15.6â FHD 144Hz,,,Falabella
ASUS,"Portatil Vivobook Ryzen 9 270 Memoria Ram 16GB Disco SSD 1 TB Pantalla 16"" WUXGA",,,Falabella
ASUS,"Portatil Vivobook Ryzen 9 270 Memoria Ram 24GB Disco SSD 1TB Pantalla 16"" WUXGA",,,Falabella
ASUS,"Portatil Vivobook Ryzen 9 270 Mmemoria Ram 32GB Disco SSD 1TB Pantalla 16"" WUXGA",,,Falabella
HP,PORTATIL ProBook 445 G11 AMD Ryzenâ¢ 7 7735U,,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 7 Ultra 9 275HX 32GB SSD 2TB RTX 5070 8GB 16"" 2K 240Hz Oled",,,Falabella
ASUS,PortÃ¡til Vivobook Core I3 1315u Ram 16gb 512gb Fhd 15.6 Computador PortÃ¡til,,,Falabella
LENOVO,PortÃ¡til Legion 7 G10 C Ultra 9 32gb 2tb Rtx 5070 +ai,,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 7 Ultra 9 275HX 48GB SSD 2TB RTX 5070 8GB Pantalla 16"" 2K 240Hz Oled",,,Falabella
HP,"PORTÃTIL CORE ULTRA 7 155H 32GB 1TB SSD 15.6"" FHD COPILOT",,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 7 Ultra 9 275HX 32GB SSD 2TB RTX 5070 8GB Pantalla 16"" 2K 240Hz Oled",,,Falabella
LENOVO,PortÃ¡til Yoga Pro7 Ryzenâ¢ AI 7 32GB RAM 1TB 14 Pulgadas,,,Falabella
ASUS,VIVOBOOK AMD RYZEN 5-5600H SSD 512GB RAM 8GB LED 16,,,Falabella
HP,"Portatil Gamer Victus Gaming 15 i5 13420H Ram 64Gb 512Gb RTX 4050 6GB Pantalla 15,6"" FHD 144hz",,,Falabella
LENOVO,"PortÃ¡til Gamer Legion 7 Ultra 9 275HX 64GB SSD 1TB RTX 5070 8GB Pantalla 16"" 2K 240Hz Oled",,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 64GB SSD 8 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 64GB SSD 4 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 8GB SSD 4 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 64GB SSD 2 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 64GB SSD 1 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 40GB SSD 512GB SSD RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 48GB SSD 4 TB RTX 5070 8 GB,,,Falabella
LENOVO,PortÃ¡til Gamer Legion Intel Core i9 14900HX RAM 8GB SSD 8 TB RTX 5070 8 GB,,,Falabella
ASUS,Portatil Vivobook X1504VA Core 5 120U 16GB 512GB Touch,,,Falabella
ASUS,PortÃ¡til Gamer Tuf F16 Core 5 210H 16GB 512GB RTX 3050,,,Falabella
ASUS,PortÃ¡til Vivobook E1504FA Ryzen 5 7520U 16GB 512GB FHD,,,Falabella
ASUS,PORTATIL VIVOBOOK 15 X1504VA - INTEL CORE i3 - 1315U - 12GB RAM - 1TB SSD / 15.6â FHD - Plata,,,Falabella
LENOVO,PortÃ¡til Slim Core Ultra 7 155H 16GB 1TB WUXGA 14,,,Falabella
ASUS,PortÃ¡til Vivobook 15 |Intel Core 5 | DDR4 16GB| 1 TB SSD de almacenamiento | Windows 11 |15.6 Pulgadas |X1504VA-BQ3907W | Computador portÃ¡til,,,Falabella
ASUS,PortÃ¡til TUF Gaming F16 | Intel Core i7 | GeForce RTX 5050 |DDR5 16GB| 1 TB SSD de almacenamiento | Windows 11 |16 Pulgadas |FX608JHR-RV001W | Computador portÃ¡til Gamer,,,Falabella
HP,"PORTATIL AMD RYZEN 7 7730U 15.6"" FHD / RAM 32GB DDR4 3200MHZ/ SSD M.2 512GB (15-FC0012LA)",,,Falabella
ASUS,"PORTATIL TUF GAMING AMD RYZEN 7 7435HS 16GBDDR5 512 SSD PANT 15,6"" FHD RTX 4050 6GB",,,Falabella
ASUS,PortÃ¡til F1605VA - AB74 - CORE I7 1355U - 24GB RAM - 1TB SSD - 16â WUXGA - WIN11,,,Falabella
ASUS,PortÃ¡til VIVOBOOK - CORE I7 1355U - 40GB DDR4 - 2TB SSD - 14 FHD - WIN11 - X1404VA-I712512,,,Falabella
ASUS,PortÃ¡til F1605VA - AB74 - CORE I7 1355U - 40GB RAM - 1TB SSD - 16â WUXGA - WIN11,,,Falabella
ASUS,PortÃ¡til VIVOBOOK - CORE I7 1355U - 16GB DDR4 - 512GB SSD - 14 FHD - WIN11 - X1404VA-I712512,,,Falabella
ASUS,PortÃ¡til VIVOBOOK - CORE I7 1355U - 16GB DDR4 - 1TB SSD - 14 FHD - WIN11 - X1404VA-I712512,,,Falabella
ASUS,PortÃ¡til VIVOBOOK - CORE I7 1355U - 40GB DDR4 - 1TB SSD - 14 FHD - WIN11 - X1404VA-I712512,,,Falabella
ASUS,PortÃ¡til F1605VA - AB74 - CORE I7 1355U - 16GB RAM - 1TB SSD - 16â WUXGA - WIN11,,,Falabella
ASUS,PortÃ¡til VIVOBOOK - CORE I7 1355U - 12GB DDR4 - 512GB SSD - 14 FHD - WIN11 - X1404VA-I712512,,,Falabella
HP,Computador Portatil 255R G10 AMD ATHLON 7120U 512GB SSD 8GB 15.6 HD,,,Falabella
HP,PortÃ¡til 15-FC0256LA Ryzen 5 7520U 16GB 512GB FHD 15,,,Falabella
HP,Portatil 15-fd1378la Core Ultra 7-155H 24GB 512GB FHD 15,,,Falabella
ASUS,PORTATIL VIVOBOOK 15 X1504VA - INTEL CORE i3 - 1315U - 12GB RAM - 2TB SSD / 15.6â FHD - Plata,,,Falabella
LENOVO,"Portatil Gamer Legion 5 Ultra 9 275HX RAM 48GB 1TB SSD M.2 RTX 5060 8GB 16"" 2K 165Hz",,,Falabella
